activity_id,opportunity_id,activity_type,activity_date,status,owner
TASK-301605,OPP-211344,Proposal Sent,2024-08-10,Completed,Rep 37
TASK-301606,OPP-238779,Contract Review,2024-05-25,Completed,Rep 14
TASK-301607,OPP-242918,Call,2023-03-21,Open,Rep 15
TASK-301608,OPP-222632,Call,2024-01-08,Open,Rep 9
TASK-301609,OPP-233802,Email,2024-06-30,Completed,Rep 24
TASK-301610,OPP-239797,Follow-up,2023-12-18,Completed,Rep 27
TASK-301611,OPP-224668,Call,2023-09-19,Completed,Rep 11
TASK-301612,OPP-238669,Email,2024-06-02,Completed,Rep 31
TASK-301613,OPP-223584,Call,2024-10-14,Completed,Rep 8
TASK-301614,OPP-210240,Proposal Sent,2024-09-02,Open,Rep 18
TASK-301615,OPP-217209,Demo,2025-03-16,Completed,Rep 42
TASK-301616,OPP-216121,Demo,2023-05-28,Completed,Rep 35
TASK-301617,OPP-237342,Call,2024-10-30,Completed,Rep 14
TASK-301618,OPP-221445,Follow-up,2024-04-11,Completed,Rep 38
TASK-301619,OPP-239421,Proposal Sent,2023-08-03,Completed,Rep 17
TASK-301620,OPP-203115,Proposal Sent,2024-07-23,Completed,Rep 13
TASK-301621,OPP-202230,Proposal Sent,2023-07-15,Open,Rep 36
TASK-301622,OPP-220898,Email,2024-02-03,Open,Rep 21
TASK-301623,OPP-231938,Demo,2025-06-04,Completed,Rep 36
TASK-301624,OPP-224166,Demo,2024-06-13,Completed,Rep 28
TASK-301625,OPP-208099,Email,2023-10-03,Open,Rep 4
TASK-301626,OPP-236036,Email,2024-05-13,Completed,Rep 23
TASK-301627,OPP-225666,Demo,2025-07-17,Completed,Rep 1
TASK-301628,OPP-240953,Call,2023-06-16,Completed,Rep 10
TASK-301629,OPP-239291,Call,2024-07-08,Completed,Rep 36
TASK-301630,OPP-200138,Proposal Sent,2023-12-05,Open,Rep 1
TASK-301631,OPP-241009,Call,2024-02-15,Completed,Rep 41
TASK-301632,OPP-205776,Follow-up,2025-01-16,Completed,Rep 36
TASK-301633,OPP-201266,Email,2023-04-23,Completed,Rep 26
TASK-301634,OPP-239821,Follow-up,2024-01-04,Completed,Rep 39
TASK-301635,OPP-218558,Email,2025-04-16,Completed,Rep 5
TASK-301636,OPP-212614,Email,2024-07-30,Completed,Rep 36
TASK-301637,OPP-223130,Call,2024-10-26,Completed,Rep 35
TASK-301638,OPP-214566,Proposal Sent,2025-06-19,Completed,Rep 1
TASK-301639,OPP-241350,Call,2025-06-04,Completed,Rep 10
TASK-301640,OPP-216350,Call,2025-05-12,Completed,Rep 36
TASK-301641,OPP-223182,Contract Review,2024-05-24,Open,Rep 21
TASK-301642,OPP-225868,Call,2023-11-20,Completed,Rep 25
TASK-301643,OPP-203070,Follow-up,2023-01-14,Completed,Rep 35
TASK-301644,OPP-210805,Demo,2023-05-06,Blocked,Rep 28
TASK-301645,OPP-226791,Follow-up,2025-03-28,Completed,Rep 4
TASK-301646,OPP-227906,Follow-up,2025-05-25,Completed,Rep 38
TASK-301647,OPP-216018,Follow-up,2024-05-05,Completed,Rep 5
TASK-301648,OPP-213504,Email,2023-03-16,Completed,Rep 17
TASK-301649,OPP-227493,Call,2024-06-10,Completed,Rep 12
TASK-301650,OPP-245601,Contract Review,2024-10-10,Blocked,Rep 27
TASK-301651,OPP-210660,Contract Review,2023-04-02,Completed,Rep 12
TASK-301652,OPP-212436,Demo,2024-06-13,Completed,Rep 28
TASK-301653,OPP-209954,Call,2023-01-31,Completed,Rep 5
TASK-301654,OPP-236393,Proposal Sent,2025-06-15,Completed,Rep 6
TASK-301655,OPP-236112,Follow-up,2023-06-07,Completed,Rep 9
TASK-301656,OPP-239436,Call,2025-04-14,Completed,Rep 23
TASK-301657,OPP-212437,Email,2025-02-16,Completed,Rep 33
TASK-301658,OPP-209984,Email,2023-11-13,Completed,Rep 35
TASK-301659,OPP-245791,Call,2025-07-10,Completed,Rep 18
TASK-301660,OPP-229878,Demo,2025-01-14,Completed,Rep 13
TASK-301661,OPP-244108,Email,2024-05-24,Open,Rep 35
TASK-301662,OPP-232527,Follow-up,2025-07-25,Blocked,Rep 40
TASK-301663,OPP-222658,Follow-up,2024-08-10,Open,Rep 4
TASK-301664,OPP-230423,Follow-up,2025-04-30,Completed,Rep 9
TASK-301665,OPP-247283,Contract Review,2024-09-06,Open,Rep 29
TASK-301666,OPP-240185,Proposal Sent,2023-05-07,Completed,Rep 30
TASK-301667,OPP-238851,Email,2023-03-29,Completed,Rep 18
TASK-301668,OPP-202412,Demo,2023-04-20,Completed,Rep 19
TASK-301669,OPP-246301,Contract Review,2023-08-19,Completed,Rep 29
TASK-301670,OPP-240835,Proposal Sent,2023-10-28,Completed,Rep 34
TASK-301671,OPP-209574,Demo,2024-06-03,Completed,Rep 21
TASK-301672,OPP-249223,Proposal Sent,2025-05-09,Completed,Rep 5
TASK-301673,OPP-219410,Call,2025-05-04,Blocked,Rep 25
TASK-301674,OPP-230284,Follow-up,2025-05-09,Completed,Rep 40
TASK-301675,OPP-230888,Email,2024-06-13,Completed,Rep 21
TASK-301676,OPP-241669,Contract Review,2024-12-14,Completed,Rep 15
TASK-301677,OPP-245213,Proposal Sent,2024-05-11,Completed,Rep 27
TASK-301678,OPP-205277,Demo,2024-06-22,Open,Rep 21
TASK-301679,OPP-213480,Email,2024-03-12,Open,Rep 21
TASK-301680,OPP-242860,Proposal Sent,2023-04-11,Completed,Rep 13
TASK-301681,OPP-207005,Call,2023-07-02,Completed,Rep 23
TASK-301682,OPP-211878,Call,2023-08-19,Completed,Rep 6
TASK-301683,OPP-210532,Email,2025-06-09,Blocked,Rep 41
TASK-301684,OPP-235012,Contract Review,2023-03-09,Completed,Rep 3
TASK-301685,OPP-212585,Email,2024-11-13,Completed,Rep 7
TASK-301686,OPP-218750,Call,2024-05-02,Open,Rep 33
TASK-301687,OPP-228035,Email,2024-09-23,Blocked,Rep 11
TASK-301688,OPP-213420,Call,2025-01-15,Completed,Rep 27
TASK-301689,OPP-233546,Contract Review,2024-05-30,Completed,Rep 41
TASK-301690,OPP-218978,Email,2024-08-16,Completed,Rep 6
TASK-301691,OPP-241255,Call,2023-07-31,Completed,Rep 37
TASK-301692,OPP-202228,Email,2024-04-06,Completed,Rep 36
TASK-301693,OPP-245827,Call,2024-11-12,Open,Rep 8
TASK-301694,OPP-229272,Demo,2025-02-22,Completed,Rep 6
TASK-301695,OPP-206581,Email,2025-02-27,Completed,Rep 37
TASK-301696,OPP-210064,Email,2025-01-27,Open,Rep 9
TASK-301697,OPP-201715,Demo,2024-03-16,Open,Rep 15
TASK-301698,OPP-227568,Follow-up,2023-08-21,Completed,Rep 22
TASK-301699,OPP-223445,Email,2024-04-09,Completed,Rep 18
TASK-301700,OPP-223163,Email,2023-10-04,Completed,Rep 26
TASK-301701,OPP-237280,Contract Review,2024-11-20,Completed,Rep 7
TASK-301702,OPP-245757,Proposal Sent,2024-08-27,Completed,Rep 41
TASK-301703,OPP-236906,Email,2023-04-05,Completed,Rep 42
TASK-301704,OPP-233093,Email,2025-01-19,Completed,Rep 39
TASK-301705,OPP-228421,Proposal Sent,2025-01-28,Open,Rep 42
TASK-301706,OPP-216016,Proposal Sent,2024-08-23,Open,Rep 23
TASK-301707,OPP-232326,Follow-up,2025-01-18,Completed,Rep 15
TASK-301708,OPP-203971,Follow-up,2023-11-03,Completed,Rep 15
TASK-301709,OPP-200041,Email,2025-04-07,Open,Rep 1
TASK-301710,OPP-236204,Call,2023-04-17,Completed,Rep 32
TASK-301711,OPP-235789,Demo,2024-05-02,Completed,Rep 1
TASK-301712,OPP-236640,Call,2024-09-02,Completed,Rep 10
TASK-301713,OPP-215069,Follow-up,2023-06-28,Open,Rep 5
TASK-301714,OPP-240797,Follow-up,2025-06-19,Completed,Rep 38
TASK-301715,OPP-249096,Follow-up,2024-02-13,Completed,Rep 23
TASK-301716,OPP-219992,Demo,2023-06-04,Completed,Rep 36
TASK-301717,OPP-243905,Email,2024-08-27,Completed,Rep 17
TASK-301718,OPP-231030,Contract Review,2024-04-27,Completed,Rep 14
TASK-301719,OPP-212553,Call,2023-07-11,Completed,Rep 28
TASK-301720,OPP-239313,Demo,2023-12-08,Completed,Rep 29
TASK-301721,OPP-238535,Email,2023-12-25,Completed,Rep 9
TASK-301722,OPP-236696,Follow-up,2025-03-31,Completed,Rep 4
TASK-301723,OPP-242192,Email,2023-06-28,Open,Rep 29
TASK-301724,OPP-201858,Follow-up,2024-01-08,Completed,Rep 2
TASK-301725,OPP-245210,Call,2023-10-26,Completed,Rep 19
TASK-301726,OPP-226368,Email,2023-05-17,Completed,Rep 42
TASK-301727,OPP-244664,Follow-up,2023-07-22,Completed,Rep 18
TASK-301728,OPP-214845,Follow-up,2025-05-08,Completed,Rep 16
TASK-301729,OPP-209069,Contract Review,2025-03-14,Completed,Rep 35
TASK-301730,OPP-230467,Call,2024-12-14,Completed,Rep 12
TASK-301731,OPP-238428,Proposal Sent,2024-06-11,Completed,Rep 17
TASK-301732,OPP-238609,Email,2025-03-16,Completed,Rep 41
TASK-301733,OPP-212578,Call,2025-06-22,Completed,Rep 24
TASK-301734,OPP-242822,Contract Review,2025-02-21,Completed,Rep 38
TASK-301735,OPP-233836,Demo,2024-03-12,Completed,Rep 9
TASK-301736,OPP-223976,Email,2023-04-13,Completed,Rep 8
TASK-301737,OPP-241995,Call,2023-07-23,Completed,Rep 14
TASK-301738,OPP-219369,Demo,2024-07-06,Completed,Rep 24
TASK-301739,OPP-231454,Call,2023-09-19,Completed,Rep 14
TASK-301740,OPP-226665,Call,2024-02-13,Completed,Rep 26
TASK-301741,OPP-241235,Follow-up,2023-02-21,Completed,Rep 24
TASK-301742,OPP-238002,Contract Review,2025-03-23,Completed,Rep 22
TASK-301743,OPP-248419,Demo,2023-07-21,Completed,Rep 25
TASK-301744,OPP-207665,Call,2025-05-27,Completed,Rep 22
TASK-301745,OPP-208676,Email,2023-12-12,Completed,Rep 33
TASK-301746,OPP-239659,Call,2023-04-24,Open,Rep 41
TASK-301747,OPP-212373,Email,2025-05-02,Completed,Rep 2
TASK-301748,OPP-216834,Email,2023-01-10,Completed,Rep 29
TASK-301749,OPP-247678,Call,2023-06-16,Completed,Rep 14
TASK-301750,OPP-243866,Demo,2023-08-23,Completed,Rep 6
TASK-301751,OPP-219007,Demo,2025-02-14,Open,Rep 24
TASK-301752,OPP-204233,Call,2023-08-28,Completed,Rep 12
TASK-301753,OPP-235056,Email,2023-04-22,Completed,Rep 3
TASK-301754,OPP-205731,Email,2023-09-28,Open,Rep 42
TASK-301755,OPP-245679,Email,2024-07-26,Completed,Rep 7
TASK-301756,OPP-249999,Contract Review,2024-09-06,Completed,Rep 36
TASK-301757,OPP-240258,Call,2023-05-26,Open,Rep 12
TASK-301758,OPP-223094,Email,2024-12-23,Completed,Rep 23
TASK-301759,OPP-248377,Demo,2024-11-25,Open,Rep 31
TASK-301760,OPP-245186,Call,2023-10-02,Completed,Rep 35
TASK-301761,OPP-214329,Email,2024-02-18,Completed,Rep 13
TASK-301762,OPP-237287,Contract Review,2024-02-24,Completed,Rep 41
TASK-301763,OPP-220737,Call,2023-08-19,Completed,Rep 8
TASK-301764,OPP-247292,Email,2024-12-31,Completed,Rep 40
TASK-301765,OPP-224733,Proposal Sent,2025-04-09,Open,Rep 41
TASK-301766,OPP-237040,Email,2023-04-09,Completed,Rep 13
TASK-301767,OPP-222756,Demo,2024-05-26,Open,Rep 29
TASK-301768,OPP-213725,Follow-up,2025-04-02,Open,Rep 42
TASK-301769,OPP-238182,Demo,2024-05-27,Completed,Rep 28
TASK-301770,OPP-221608,Demo,2024-01-06,Completed,Rep 22
TASK-301771,OPP-220262,Proposal Sent,2024-12-08,Open,Rep 33
TASK-301772,OPP-249587,Follow-up,2023-12-08,Completed,Rep 38
TASK-301773,OPP-218216,Call,2025-06-14,Completed,Rep 40
TASK-301774,OPP-229896,Email,2024-07-27,Completed,Rep 4
TASK-301775,OPP-209544,Email,2024-08-03,Completed,Rep 38
TASK-301776,OPP-205167,Email,2023-03-01,Open,Rep 22
TASK-301777,OPP-244540,Email,2024-05-02,Completed,Rep 20
TASK-301778,OPP-237183,Email,2025-04-21,Completed,Rep 23
TASK-301779,OPP-239498,Call,2024-10-20,Completed,Rep 5
TASK-301780,OPP-246998,Call,2025-03-24,Completed,Rep 9
TASK-301781,OPP-214895,Call,2023-07-26,Open,Rep 34
TASK-301782,OPP-204826,Call,2024-10-22,Completed,Rep 31
TASK-301783,OPP-218470,Demo,2024-03-06,Completed,Rep 36
TASK-301784,OPP-209001,Call,2023-11-03,Completed,Rep 32
TASK-301785,OPP-226710,Contract Review,2024-01-11,Completed,Rep 5
TASK-301786,OPP-209080,Email,2024-04-14,Completed,Rep 1
TASK-301787,OPP-247596,Email,2024-05-01,Completed,Rep 3
TASK-301788,OPP-218452,Call,2025-04-21,Open,Rep 22
TASK-301789,OPP-224938,Call,2023-07-10,Open,Rep 27
TASK-301790,OPP-204347,Email,2024-05-13,Completed,Rep 33
TASK-301791,OPP-242076,Call,2024-01-11,Completed,Rep 21
TASK-301792,OPP-208592,Email,2024-01-03,Completed,Rep 38
TASK-301793,OPP-211244,Follow-up,2024-06-12,Completed,Rep 35
TASK-301794,OPP-244307,Email,2023-08-13,Open,Rep 30
TASK-301795,OPP-223288,Contract Review,2025-08-15,Completed,Rep 38
TASK-301796,OPP-219279,Email,2024-01-05,Completed,Rep 25
TASK-301797,OPP-213828,Call,2024-09-21,Completed,Rep 26
TASK-301798,OPP-229324,Follow-up,2024-04-16,Completed,Rep 19
TASK-301799,OPP-217547,Call,2024-11-17,Completed,Rep 11
TASK-301800,OPP-240835,Follow-up,2023-11-10,Open,Rep 37
TASK-301801,OPP-208089,Email,2024-08-08,Completed,Rep 39
TASK-301802,OPP-224226,Contract Review,2023-10-11,Open,Rep 16
TASK-301803,OPP-222623,Email,2023-04-14,Completed,Rep 23
TASK-301804,OPP-245747,Email,2025-03-20,Completed,Rep 24
TASK-301805,OPP-228199,Call,2023-02-28,Completed,Rep 14
TASK-301806,OPP-222584,Demo,2025-05-06,Completed,Rep 2
TASK-301807,OPP-236141,Email,2024-11-20,Completed,Rep 38
TASK-301808,OPP-220974,Email,2024-06-18,Completed,Rep 34
TASK-301809,OPP-208638,Demo,2025-06-27,Completed,Rep 20
TASK-301810,OPP-232205,Follow-up,2023-07-22,Completed,Rep 9
TASK-301811,OPP-213576,Contract Review,2023-02-28,Open,Rep 25
TASK-301812,OPP-200271,Proposal Sent,2025-05-20,Completed,Rep 33
TASK-301813,OPP-224287,Email,2024-10-25,Completed,Rep 21
TASK-301814,OPP-219048,Proposal Sent,2023-12-21,Open,Rep 41
TASK-301815,OPP-234717,Call,2024-05-01,Completed,Rep 19
TASK-301816,OPP-204416,Email,2024-03-13,Completed,Rep 38
TASK-301817,OPP-234059,Email,2025-07-21,Blocked,Rep 2
TASK-301818,OPP-202998,Call,2023-01-30,Blocked,Rep 16
TASK-301819,OPP-208863,Call,2023-03-31,Open,Rep 29
TASK-301820,OPP-212765,Follow-up,2024-11-18,Completed,Rep 19
TASK-301821,OPP-201244,Follow-up,2024-10-29,Open,Rep 18
TASK-301822,OPP-227810,Demo,2024-10-17,Open,Rep 12
TASK-301823,OPP-215110,Demo,2024-08-21,Completed,Rep 40
TASK-301824,OPP-208073,Demo,2023-05-16,Completed,Rep 15
TASK-301825,OPP-236680,Call,2023-10-29,Open,Rep 13
TASK-301826,OPP-213449,Contract Review,2023-09-08,Completed,Rep 37
TASK-301827,OPP-201945,Follow-up,2024-10-07,Completed,Rep 32
TASK-301828,OPP-207567,Email,2025-05-19,Open,Rep 33
TASK-301829,OPP-239134,Email,2025-03-17,Completed,Rep 12
TASK-301830,OPP-211961,Email,2023-12-09,Completed,Rep 7
TASK-301831,OPP-206549,Call,2024-11-02,Completed,Rep 19
TASK-301832,OPP-210919,Email,2024-01-10,Open,Rep 22
TASK-301833,OPP-237384,Demo,2024-05-26,Completed,Rep 20
TASK-301834,OPP-231583,Call,2023-07-05,Completed,Rep 7
TASK-301835,OPP-243225,Follow-up,2023-07-03,Completed,Rep 1
TASK-301836,OPP-230117,Call,2025-07-31,Completed,Rep 29
TASK-301837,OPP-237168,Call,2025-06-29,Completed,Rep 5
TASK-301838,OPP-236861,Call,2024-11-23,Completed,Rep 14
TASK-301839,OPP-214537,Call,2024-10-28,Completed,Rep 1
TASK-301840,OPP-236884,Email,2024-03-10,Completed,Rep 18
TASK-301841,OPP-218774,Call,2024-12-11,Completed,Rep 25
TASK-301842,OPP-201094,Call,2023-07-09,Completed,Rep 26
TASK-301843,OPP-235263,Call,2025-04-30,Completed,Rep 1
TASK-301844,OPP-203155,Demo,2024-09-27,Open,Rep 25
TASK-301845,OPP-221334,Email,2025-03-19,Completed,Rep 41
TASK-301846,OPP-230118,Proposal Sent,2024-06-13,Completed,Rep 8
TASK-301847,OPP-222169,Contract Review,2024-07-13,Completed,Rep 29
TASK-301848,OPP-235130,Email,2024-03-01,Open,Rep 27
TASK-301849,OPP-211433,Proposal Sent,2024-01-28,Completed,Rep 27
TASK-301850,OPP-244430,Proposal Sent,2024-06-20,Completed,Rep 12
TASK-301851,OPP-229234,Email,2025-06-29,Completed,Rep 13
TASK-301852,OPP-210970,Email,2023-04-20,Completed,Rep 19
TASK-301853,OPP-219085,Proposal Sent,2024-11-10,Completed,Rep 10
TASK-301854,OPP-233177,Email,2024-12-18,Completed,Rep 40
TASK-301855,OPP-219433,Follow-up,2025-08-17,Open,Rep 30
TASK-301856,OPP-249135,Demo,2025-01-19,Completed,Rep 23
TASK-301857,OPP-202135,Follow-up,2024-04-19,Completed,Rep 11
TASK-301858,OPP-218787,Call,2025-03-08,Completed,Rep 11
TASK-301859,OPP-242358,Follow-up,2024-01-24,Completed,Rep 30
TASK-301860,OPP-229803,Email,2023-11-09,Completed,Rep 16
TASK-301861,OPP-231552,Email,2023-06-16,Completed,Rep 19
TASK-301862,OPP-221690,Call,2024-09-03,Open,Rep 37
TASK-301863,OPP-227657,Call,2025-04-16,Completed,Rep 7
TASK-301864,OPP-213679,Call,2023-02-28,Completed,Rep 23
TASK-301865,OPP-245516,Call,2023-02-17,Completed,Rep 27
TASK-301866,OPP-203201,Call,2023-10-09,Open,Rep 39
TASK-301867,OPP-233763,Proposal Sent,2023-01-29,Open,Rep 28
TASK-301868,OPP-241931,Proposal Sent,2023-07-15,Completed,Rep 25
TASK-301869,OPP-224280,Follow-up,2025-02-23,Completed,Rep 13
TASK-301870,OPP-208373,Email,2024-05-29,Completed,Rep 39
TASK-301871,OPP-205248,Call,2024-12-10,Completed,Rep 7
TASK-301872,OPP-231454,Proposal Sent,2023-09-05,Completed,Rep 21
TASK-301873,OPP-206148,Demo,2023-09-24,Open,Rep 29
TASK-301874,OPP-208103,Demo,2024-10-02,Completed,Rep 6
TASK-301875,OPP-205953,Proposal Sent,2023-09-25,Completed,Rep 4
TASK-301876,OPP-219641,Demo,2024-12-12,Completed,Rep 20
TASK-301877,OPP-202518,Call,2023-04-07,Open,Rep 6
TASK-301878,OPP-248634,Email,2023-04-16,Completed,Rep 8
TASK-301879,OPP-215265,Follow-up,2024-07-01,Completed,Rep 28
TASK-301880,OPP-216364,Proposal Sent,2024-08-17,Completed,Rep 29
TASK-301881,OPP-231873,Follow-up,2023-04-18,Completed,Rep 31
TASK-301882,OPP-241074,Follow-up,2024-06-03,Completed,Rep 42
TASK-301883,OPP-229692,Proposal Sent,2025-05-14,Completed,Rep 10
TASK-301884,OPP-244292,Follow-up,2025-02-15,Completed,Rep 4
TASK-301885,OPP-212744,Email,2024-01-09,Completed,Rep 14
TASK-301886,OPP-208115,Call,2023-09-05,Blocked,Rep 32
TASK-301887,OPP-246559,Proposal Sent,2025-02-15,Completed,Rep 23
TASK-301888,OPP-225345,Call,2023-08-21,Completed,Rep 1
TASK-301889,OPP-219647,Call,2025-03-14,Completed,Rep 32
TASK-301890,OPP-202982,Email,2023-05-04,Completed,Rep 7
TASK-301891,OPP-230058,Follow-up,2023-12-31,Completed,Rep 37
TASK-301892,OPP-202199,Call,2024-10-23,Completed,Rep 40
TASK-301893,OPP-242399,Follow-up,2023-02-07,Completed,Rep 32
TASK-301894,OPP-245151,Call,2024-10-04,Open,Rep 25
TASK-301895,OPP-206517,Call,2025-01-27,Open,Rep 41
TASK-301896,OPP-227471,Email,2023-03-19,Blocked,Rep 16
TASK-301897,OPP-207163,Email,2024-03-13,Completed,Rep 19
TASK-301898,OPP-242901,Email,2025-04-09,Completed,Rep 35
TASK-301899,OPP-208423,Call,2023-05-07,Completed,Rep 42
TASK-301900,OPP-211326,Contract Review,2024-09-07,Completed,Rep 30
TASK-301901,OPP-218048,Proposal Sent,2024-12-02,Completed,Rep 11
TASK-301902,OPP-231902,Email,2023-05-08,Completed,Rep 9
TASK-301903,OPP-200833,Proposal Sent,2025-02-21,Completed,Rep 24
TASK-301904,OPP-249512,Demo,2025-04-18,Open,Rep 4
TASK-301905,OPP-213682,Email,2025-04-11,Completed,Rep 41
TASK-301906,OPP-228412,Call,2024-09-25,Completed,Rep 15
TASK-301907,OPP-229150,Follow-up,2024-06-08,Open,Rep 8
TASK-301908,OPP-215570,Email,2024-05-27,Completed,Rep 16
TASK-301909,OPP-223654,Demo,2025-04-25,Completed,Rep 28
TASK-301910,OPP-233253,Demo,2025-05-29,Completed,Rep 4
TASK-301911,OPP-208758,Email,2024-08-21,Completed,Rep 24
TASK-301912,OPP-201740,Contract Review,2023-09-22,Completed,Rep 27
TASK-301913,OPP-243503,Email,2025-04-05,Open,Rep 22
TASK-301914,OPP-205187,Email,2024-05-13,Completed,Rep 41
TASK-301915,OPP-245369,Follow-up,2025-04-19,Completed,Rep 12
TASK-301916,OPP-228392,Email,2024-10-28,Completed,Rep 12
TASK-301917,OPP-245087,Email,2024-10-28,Open,Rep 5
TASK-301918,OPP-218522,Contract Review,2023-09-30,Completed,Rep 25
TASK-301919,OPP-206492,Demo,2023-03-30,Completed,Rep 32
TASK-301920,OPP-233816,Contract Review,2023-08-10,Open,Rep 25
TASK-301921,OPP-235762,Call,2023-07-18,Completed,Rep 17
TASK-301922,OPP-233000,Follow-up,2023-03-25,Completed,Rep 32
TASK-301923,OPP-205939,Email,2025-02-11,Completed,Rep 9
TASK-301924,OPP-239340,Follow-up,2023-11-20,Completed,Rep 4
TASK-301925,OPP-244667,Proposal Sent,2023-09-05,Completed,Rep 42
TASK-301926,OPP-243527,Call,2024-05-09,Open,Rep 5
TASK-301927,OPP-241920,Call,2024-10-25,Open,Rep 36
TASK-301928,OPP-204565,Email,2023-03-27,Completed,Rep 17
TASK-301929,OPP-221552,Call,2025-05-02,Completed,Rep 18
TASK-301930,OPP-226378,Proposal Sent,2025-03-16,Open,Rep 23
TASK-301931,OPP-244065,Proposal Sent,2024-02-13,Completed,Rep 7
TASK-301932,OPP-226946,Call,2024-02-13,Completed,Rep 20
TASK-301933,OPP-222645,Follow-up,2023-03-19,Completed,Rep 3
TASK-301934,OPP-227717,Call,2023-08-31,Completed,Rep 28
TASK-301935,OPP-206741,Contract Review,2023-06-14,Completed,Rep 29
TASK-301936,OPP-224018,Email,2024-11-23,Completed,Rep 31
TASK-301937,OPP-230182,Call,2024-08-16,Completed,Rep 22
TASK-301938,OPP-209791,Call,2024-02-25,Open,Rep 4
TASK-301939,OPP-207799,Call,2025-01-18,Completed,Rep 18
TASK-301940,OPP-224539,Call,2024-11-04,Completed,Rep 8
TASK-301941,OPP-213851,Demo,2023-08-16,Completed,Rep 36
TASK-301942,OPP-204076,Call,2024-03-17,Completed,Rep 28
TASK-301943,OPP-238022,Email,2025-02-22,Completed,Rep 40
TASK-301944,OPP-238739,Demo,2025-07-07,Completed,Rep 4
TASK-301945,OPP-233196,Follow-up,2024-11-02,Completed,Rep 12
TASK-301946,OPP-246804,Call,2023-07-14,Completed,Rep 28
TASK-301947,OPP-228661,Proposal Sent,2025-07-25,Open,Rep 37
TASK-301948,OPP-206706,Demo,2024-02-28,Completed,Rep 16
TASK-301949,OPP-228367,Contract Review,2023-06-26,Completed,Rep 14
TASK-301950,OPP-233007,Contract Review,2023-04-09,Completed,Rep 12
TASK-301951,OPP-236858,Demo,2024-10-12,Open,Rep 18
TASK-301952,OPP-210878,Email,2024-09-16,Completed,Rep 29
TASK-301953,OPP-246157,Email,2025-02-14,Completed,Rep 26
TASK-301954,OPP-221633,Call,2024-06-02,Completed,Rep 20
TASK-301955,OPP-210763,Call,2023-05-19,Completed,Rep 10
TASK-301956,OPP-226239,Call,2024-06-03,Completed,Rep 21
TASK-301957,OPP-249957,Proposal Sent,2024-01-30,Blocked,Rep 37
TASK-301958,OPP-207993,Email,2023-08-23,Completed,Rep 24
TASK-301959,OPP-245419,Email,2023-06-08,Completed,Rep 28
TASK-301960,OPP-218227,Email,2024-08-22,Completed,Rep 41
TASK-301961,OPP-225423,Demo,2025-04-18,Completed,Rep 35
TASK-301962,OPP-246820,Demo,2023-05-06,Completed,Rep 27
TASK-301963,OPP-234255,Proposal Sent,2023-02-20,Completed,Rep 41
TASK-301964,OPP-247510,Demo,2024-12-08,Completed,Rep 19
TASK-301965,OPP-203077,Call,2024-01-10,Open,Rep 5
TASK-301966,OPP-225119,Email,2025-07-25,Completed,Rep 9
TASK-301967,OPP-227621,Call,2023-03-06,Completed,Rep 9
TASK-301968,OPP-217526,Contract Review,2023-05-26,Completed,Rep 26
TASK-301969,OPP-222165,Contract Review,2023-10-01,Completed,Rep 13
TASK-301970,OPP-207201,Call,2023-12-06,Completed,Rep 35
TASK-301971,OPP-239553,Demo,2024-10-14,Open,Rep 22
TASK-301972,OPP-203103,Demo,2025-02-04,Completed,Rep 23
TASK-301973,OPP-224817,Proposal Sent,2023-12-10,Completed,Rep 24
TASK-301974,OPP-249136,Contract Review,2024-10-14,Completed,Rep 13
TASK-301975,OPP-248089,Follow-up,2025-03-31,Completed,Rep 26
TASK-301976,OPP-215486,Call,2024-08-11,Completed,Rep 26
TASK-301977,OPP-240211,Follow-up,2024-08-18,Completed,Rep 23
TASK-301978,OPP-210149,Contract Review,2025-01-04,Completed,Rep 9
TASK-301979,OPP-228751,Email,2025-07-26,Completed,Rep 41
TASK-301980,OPP-227967,Email,2025-05-18,Completed,Rep 24
TASK-301981,OPP-218415,Follow-up,2025-05-04,Open,Rep 25
TASK-301982,OPP-214877,Contract Review,2023-05-03,Completed,Rep 25
TASK-301983,OPP-247875,Call,2023-12-06,Open,Rep 24
TASK-301984,OPP-244445,Email,2024-12-19,Completed,Rep 32
TASK-301985,OPP-221602,Contract Review,2025-06-24,Completed,Rep 22
TASK-301986,OPP-230183,Proposal Sent,2025-02-06,Blocked,Rep 35
TASK-301987,OPP-247449,Proposal Sent,2024-12-24,Open,Rep 21
TASK-301988,OPP-220695,Email,2025-08-04,Open,Rep 12
